block,perm_delta_metric,perm_pct,impurity_share,impurity_pct
Tech,0.007263262774761706,47.046427395455645,0.8479176494267671,84.7917649426767
Sector,0.00253156835234564,16.39776094830466,0.03504500166861475,3.5045001668614755
LLM,0.005643669045731039,36.55581165623969,0.1170373489046182,11.70373489046182
